Booking_id,booking_Date,Customer_ID,State,City,Occupation,purpose_of_trip,Destination_place,Hotel_name,Mode_of_transport,Age,Marital_Status,trip_type,days_of_stay,Amount_Spent,booking_channel,Payment_method,repeated_customer,Trip_Score,Destination_Score,Total_Satisfication_Score
1934,12-10-2022,985,Andhra Pradesh,Narasapuram,Government-sector,Leisure,Srinagar, Nadesar Palace                  ,Aeroplane,55,Unmarried,Multi-city,11,28000,meta search,Credit_card,yes,8,9,8.5
1857,23-09-2021,253,Andhra Pradesh,Amalapuram,Government-sector,Business,Varanasi, Elixir Hills Suites Resort & Spa ,Ship,57,Married,Round-trip,2,10400,website,Debit_card,yes,10,9,9.5
2854,04-07-2021,11,Andhra Pradesh,Tadepalligudem,IT,Business,Coorg, Sherlock                        ,Ship,23,Married,Round-trip,3,9500,mobile,Cash,yes,9,10,9.5
2476,06-02-2023,37,Andhra Pradesh,Bhimavaram,IT,Leisure,Ooty, Windamere Hotel                ,Bus,30,Unmarried,Round-trip,3,13400,travel agent,Cash,yes,10,6,8.0
1366,23-04-2021,38,Andhra Pradesh,Repalle,IT,Leisure,Goa, Desert Springs Resort          ,Ship,20,Married,one-way,0,6200,mobile,Debit_card,yes,8,9,8.5
1954,16-11-2021,911,Andhra Pradesh,Tadepalligudem,Finance,Business,Amritsar, Lake Palace Resort             ,Bus,42,Unmarried,Round-trip,4,10000,mobile,Debit_card,yes,3,9,6.0
2062,04-07-2022,14,Andhra Pradesh,Hindupur,IT,Leisure,Shimla, Apple Country Resort           ,Aeroplane,29,Married,Round-trip,3,13900,travel agent,Debit_card,yes,4,8,6.0
2361,11-12-2021,403,Andhra Pradesh,Sullurpeta,Finance,Leisure,Amritsar, Le Dupleix                     ,Bus,46,Married,Round-trip,2,10700,mobile,Credit_card,yes,5,10,7.5
2507,15-08-2021,914,Andhra Pradesh,Repalle,Students,Education,Kanyakumari, Hotel Royal Palace             ,Aeroplane,17,Unmarried,Round-trip,5,13700,meta search,Cash,yes,6,8,7.0
2717,08-02-2022,950,Andhra Pradesh,Chittoor,Finance,Leisure,Varanasi, Hotel Ganesha Inn              ,Bus,57,Married,one-way,0,7400,mobile,Credit_card,yes,10,10,10.0
1818,12-02-2022,456,Andhra Pradesh,Chittoor,Students,Education,Cochin, The Lalit Golf & Spa Resort   ,Ship,14,Unmarried,one-way,0,7500,website,Cash,yes,10,10,10.0
1179,19-10-2020,7,Andhra Pradesh,Sullurpeta,IT,Leisure,Ooty, East Bourne Resort & Spa      ,Aeroplane,26,Married,one-way,0,6200,mobile,Cash,yes,8,9,8.5
2563,19-10-2020,155,Andhra Pradesh,Anantapur,Arts,Leisure,Agra, Hotel Priya                    ,Ship,26,Unmarried,Round-trip,3,13300,website,Debit_card,yes,3,6,4.5
1548,10-05-2022,390,Andhra Pradesh,Tuni,Government-sector,Leisure,Amritsar, Taj Lake Palace                ,Ship,53,Unmarried,Multi-city,9,22100,website,Debit_card,yes,4,10,7.0
1313,07-08-2020,27,Andhra Pradesh,Bapatla,IT,Leisure,Shimla, Radisson Blu Agra Taj East Gate ,Bus,30,Married,Round-trip,3,10700,travel agent,Credit_card,yes,5,10,7.5
1847,15-04-2023,921,Andhra Pradesh,Nandyal,Government-sector,Leisure,Amritsar, Brijrama Palace                ,Aeroplane,50,Unmarried,Multi-city,11,30000,meta search,Credit_card,no,4,10,7.0
2094,25-02-2023,456,Andhra Pradesh,Rayachoti,Students,Education,Cochin, The Fog Resort & Spa           ,Aeroplane,14,Unmarried,Round-trip,4,14000,travel agent,Credit_card,yes,8,7,7.5
2261,29-01-2022,944,Andhra Pradesh,Yemmiganur,Government-sector,Leisure,Amritsar, Fortune Resort Sullivan Court  ,Aeroplane,61,Married,Round-trip,5,12900,mobile,Credit_card,yes,3,7,5.0
2491,29-12-2020,924,Andhra Pradesh,Markapur,Government-sector,Business,Srinagar, Hotel Shangri La Regency       ,Ship,60,Married,one-way,0,9800,meta search,Credit_card,yes,9,2,5.5
1255,04-05-2023,90,Andhra Pradesh,Tenkasi,Students,Education,Kanyakumari, Hotel Rawal Kot                ,Aeroplane,11,Unmarried,Multi-city,15,29700,meta search,Cash,yes,8,10,9.0
1089,09-04-2023,43,Andhra Pradesh,Bapatla,IT,Leisure,Coorg, Punnamada Resort               ,Aeroplane,22,Unmarried,Round-trip,3,14600,travel agent,Debit_card,yes,9,8,8.5
2266,11-05-2021,24,Andhra Pradesh,Hindupur,IT,Leisure,Goa, The Himalayan                  ,Ship,20,Unmarried,one-way,0,9800,mobile,Cash,yes,7,1,4.0
2927,10-10-2021,928,Andhra Pradesh,Yemmiganur,Finance,Leisure,Amritsar, Palais de Mahe                 ,Aeroplane,39,Unmarried,Round-trip,4,14600,meta search,Debit_card,yes,5,8,6.5
1798,17-05-2020,278,Andhra Pradesh,Tirupati,Finance,Leisure,Amritsar, The Grand Dragon Ladakh        ,Aeroplane,49,Married,Round-trip,4,15500,travel agent,Debit_card,yes,5,7,6.0
2927,20-02-2022,65,Andhra Pradesh,Kurnool,IT,Leisure,Ooty, Ananda in the Himalayas        ,Bus,22,Married,Round-trip,4,16400,mobile,Debit_card,yes,9,8,8.5
2388,01-02-2021,24,Andhra Pradesh,Proddatur,IT,Leisure,Coorg, Acron Waterfront Resort        ,Ship,20,Unmarried,Multi-city,9,14100,travel agent,Credit_card,yes,8,9,8.5
2612,10-05-2021,268,Andhra Pradesh,Srikakulam,Government-sector,Leisure,Amritsar, Rambagh Palace                 ,Bus,38,Married,Round-trip,5,16800,mobile,Debit_card,yes,3,6,4.5
2240,19-09-2021,933,Andhra Pradesh,Narasapuram,Arts,Leisure,Agra, The Oberoi Udaivilas           ,Ship,23,Married,Round-trip,4,18700,travel agent,Debit_card,yes,5,8,6.5
1753,07-10-2020,239,Andhra Pradesh,Nellore,Finance,Leisure,Amritsar, The Oberoi Amarvilas           ,Ship,64,Married,one-way,0,5500,travel agent,Debit_card,yes,4,9,6.5
2251,28-01-2023,73,Andhra Pradesh,Peddapuram,IT,Leisure,Coorg, Taj Nadesar Palace             ,Bus,27,Unmarried,one-way,0,7400,meta search,Cash,yes,9,10,9.5
1969,22-07-2021,20,Andhra Pradesh,Srikakulam,IT,Leisure,Goa, Windermere Estate              ,Bus,28,Married,one-way,0,5000,website,Credit_card,yes,7,9,8.0
2096,20-03-2023,43,Andhra Pradesh,Narasapuram,IT,Leisure,Goa, Savoy - IHCL SeleQtions        ,Ship,22,Unmarried,one-way,0,7400,mobile,Debit_card,yes,6,10,8.0
1531,10-10-2022,938,Andhra Pradesh,Machilipatnam,Arts,Education,Agra, Mayfair Darjeeling             ,Aeroplane,25,Unmarried,Round-trip,2,7500,travel agent,Cash,yes,3,9,6.0
1357,02-03-2023,41,Andhra Pradesh,Guntur,IT,Leisure,Goa, Suryagarh                      ,Aeroplane,29,Unmarried,Round-trip,2,10600,website,Credit_card,yes,7,10,8.5
1750,04-10-2021,147,Andhra Pradesh,Kakinada,Finance,Leisure,Madurai, Lake Palace Resort             ,Bus,62,Married,one-way,0,9100,mobile,Cash,yes,7,4,5.5
1789,03-10-2020,50,Andhra Pradesh,Kovvur,IT,Leisure,Ooty, The Himalayan                  ,Ship,24,Married,Multi-city,7,13200,meta search,Credit_card,yes,10,10,10.0
1589,27-01-2023,950,Andhra Pradesh,Kakinada,Finance,Leisure,Madurai, Palais de Mahe                 ,Aeroplane,57,Married,one-way,0,9800,website,Cash,yes,8,4,6.0
1586,01-08-2022,21,Andhra Pradesh,Anantapur,Finance,Business,Varanasi, The Grand Dragon Ladakh        ,Ship,55,Married,Round-trip,2,9300,mobile,Credit_card,yes,9,9,9.0
2047,09-12-2022,944,Andhra Pradesh,Kakinada,Government-sector,Leisure,Srinagar, Ananda in the Himalayas        ,Bus,61,Married,one-way,0,9200,mobile,Cash,yes,8,4,6.0
2983,09-09-2021,23,Andhra Pradesh,Peddapuram,IT,Leisure,Shimla, Acron Waterfront Resort        ,Bus,25,Married,Round-trip,3,10300,mobile,Credit_card,yes,4,10,7.0
1040,19-10-2020,45,Andhra Pradesh,Bheemunipatnam.,IT,Leisure,Coorg, Rambagh Palace                 ,Bus,26,Unmarried,Round-trip,5,14900,meta search,Credit_card,yes,8,7,7.5
2170,31-03-2021,20,Andhra Pradesh,Peddapuram,IT,Leisure,Shimla, The Oberoi Udaivilas           ,Ship,28,Married,Round-trip,5,10100,meta search,Debit_card,yes,4,10,7.0
1229,16-03-2021,135,Andhra Pradesh,Machilipatnam,Arts,Leisure,Mahabalipuram, The Oberoi Amarvilas           ,Ship,29,Unmarried,Round-trip,2,14700,meta search,Cash,yes,5,8,6.5
1969,03-10-2021,75,Andhra Pradesh,Tenali,Government-sector,Business,Amritsar, Taj Nadesar Palace             ,Aeroplane,42,Married,Multi-city,12,34400,travel agent,Debit_card,yes,3,10,6.5
1460,29-04-2023,950,Andhra Pradesh,Tirupati,Finance,Leisure,Varanasi, Windermere Estate              ,Ship,57,Married,one-way,0,9500,travel agent,Debit_card,yes,10,1,5.5
1965,02-12-2020,951,Andhra Pradesh,Chirala,Finance,Leisure,Madurai, Savoy - IHCL SeleQtions        ,Bus,52,Unmarried,one-way,0,8500,meta search,Cash,yes,8,8,8.0
2466,16-09-2021,952,Andhra Pradesh,Amalapuram,Finance,Leisure,Varanasi, Mayfair Darjeeling             ,Bus,53,Unmarried,one-way,0,6600,mobile,Credit_card,yes,8,9,8.5
2859,29-03-2022,24,Andhra Pradesh,Peddapuram,IT,Leisure,Shimla, Suryagarh                      ,Bus,20,Unmarried,Round-trip,2,12300,meta search,Cash,yes,5,6,5.5
1281,21-02-2023,151,Andhra Pradesh,Proddatur,Arts,Leisure,Mysore, Lake Palace Resort             ,Bus,28,Married,one-way,0,6100,website,Debit_card,yes,7,10,8.5
1944,19-01-2021,98,Andhra Pradesh,Kurnool,Students,Education,Cochin, The Himalayan                  ,Aeroplane,15,Unmarried,Multi-city,14,43700,meta search,Credit_card,yes,10,3,6.5
2125,10-06-2021,14,Andhra Pradesh,Narasaraopet,IT,Leisure,Goa, Palais de Mahe                 ,Bus,29,Married,Round-trip,3,9400,meta search,Credit_card,yes,6,10,8.0
1749,25-04-2022,188,Andhra Pradesh,Vijayawada,Finance,Leisure,Madurai, The Grand Dragon Ladakh        ,Aeroplane,60,Married,Round-trip,5,14900,website,Cash,yes,6,8,7.0
1827,24-03-2023,7,Andhra Pradesh,Anantapur,IT,Leisure,Shimla, Ananda in the Himalayas        ,Aeroplane,26,Married,Round-trip,3,7700,travel agent,Cash,yes,3,9,6.0
1757,22-05-2020,72,Andhra Pradesh,Amalapuram,IT,Leisure,Goa, Acron Waterfront Resort        ,Bus,21,Unmarried,one-way,0,9200,mobile,Credit_card,yes,8,2,5.0
1385,27-01-2023,338,Andhra Pradesh,Dharmavaram,Government-sector,Leisure,Varanasi, Rambagh Palace                 ,Bus,41,Unmarried,one-way,0,9900,meta search,Credit_card,yes,9,5,7.0
1213,19-08-2022,27,Andhra Pradesh,Rayachoti,IT,Leisure,Coorg, The Oberoi Udaivilas           ,Aeroplane,30,Married,Round-trip,3,14200,mobile,Debit_card,yes,8,7,7.5
2615,26-07-2022,88,Andhra Pradesh,Kakinada,Finance,Leisure,Madurai, The Oberoi Amarvilas           ,Bus,55,Unmarried,Round-trip,4,18000,travel agent,Debit_card,yes,7,6,6.5
2317,22-02-2021,38,Andhra Pradesh,Nuzvid,IT,Leisure,Goa, Taj Nadesar Palace             ,Aeroplane,20,Married,one-way,0,9900,mobile,Debit_card,yes,6,1,3.5
2538,27-03-2023,24,Andhra Pradesh,Tirupati,IT,Leisure,Goa, Windermere Estate              ,Bus,20,Unmarried,one-way,0,8600,mobile,Credit_card,yes,7,8,7.5
2159,09-01-2023,50,Andhra Pradesh,Rayachoti,IT,Leisure,Coorg, Savoy - IHCL SeleQtions        ,Bus,24,Married,Multi-city,8,17500,website,Credit_card,yes,9,9,9.0
1609,30-12-2021,72,Andhra Pradesh,Repalle,IT,Business,Ooty, Mayfair Darjeeling             ,Aeroplane,21,Unmarried,one-way,0,9100,website,Credit_card,yes,9,3,6.0
2311,30-11-2021,973,Andhra Pradesh,Bheemunipatnam.,Government-sector,Business,Varanasi, Suryagarh                      ,Bus,39,Married,Multi-city,11,21400,mobile,Cash,yes,8,10,9.0
2295,20-08-2020,38,Andhra Pradesh,Tenkasi,IT,Leisure,Coorg, Lake Palace Resort             ,Ship,20,Married,Round-trip,4,13200,meta search,Cash,yes,10,6,8.0
2269,05-02-2022,969,Andhra Pradesh,Tenkasi,Finance,Leisure,Amritsar, The Himalayan                  ,Bus,39,Married,Round-trip,5,17900,website,Credit_card,yes,5,7,6.0
1876,23-06-2021,234,Andhra Pradesh,Rajahmundry,Students,Education,Cochin, Palais de Mahe                 ,Bus,16,Unmarried,one-way,0,6000,mobile,Credit_card,yes,10,9,9.5
1457,24-11-2020,647,Andhra Pradesh,Markapur,Finance,Leisure,Varanasi, The Grand Dragon Ladakh        ,Ship,57,Unmarried,one-way,0,6900,mobile,Debit_card,yes,9,10,9.5
2467,23-01-2022,135,Andhra Pradesh,Adoni,Arts,Education,Agra, Ananda in the Himalayas        ,Bus,29,Unmarried,Round-trip,4,12300,travel agent,Credit_card,yes,3,8,5.5
1088,02-03-2023,973,Andhra Pradesh,Kadapa,Government-sector,Leisure,Varanasi, Acron Waterfront Resort        ,Ship,39,Married,Round-trip,4,16300,meta search,Credit_card,yes,9,6,7.5
1006,03-03-2022,38,Andhra Pradesh,Repalle,IT,Leisure,Coorg, Rambagh Palace                 ,Ship,20,Married,Round-trip,4,17900,travel agent,Debit_card,yes,8,7,7.5
2127,30-06-2021,45,Andhra Pradesh,Narasaraopet,IT,Leisure,Ooty, The Oberoi Udaivilas           ,Bus,26,Unmarried,Multi-city,9,22300,meta search,Credit_card,yes,9,9,9.0
2420,03-04-2022,72,Andhra Pradesh,Madanapalle,IT,Leisure,Goa, The Oberoi Amarvilas           ,Ship,21,Unmarried,Round-trip,5,19700,mobile,Cash,yes,6,8,7.0
2885,09-02-2021,977,Andhra Pradesh,Renigunta,Finance,Leisure,Amritsar, Taj Nadesar Palace             ,Bus,44,Married,one-way,0,5000,mobile,Cash,no,3,9,6.0
1056,06-03-2022,43,Andhra Pradesh,Tirupati,IT,Business,Shimla, Windermere Estate              ,Ship,22,Unmarried,one-way,0,7300,mobile,Cash,yes,3,10,6.5
2746,13-06-2020,40,Andhra Pradesh,Chirala,Students,Education,Cochin, Savoy - IHCL SeleQtions        ,Ship,13,Unmarried,Multi-city,15,33700,travel agent,Cash,yes,9,9,9.0
2163,24-07-2020,980,Andhra Pradesh,Chirala,Finance,Business,Madurai, Mayfair Darjeeling             ,Bus,64,Unmarried,one-way,0,5800,travel agent,Credit_card,no,8,10,9.0
1931,21-01-2022,62,Andhra Pradesh,Markapur,IT,Business,Goa, Suryagarh                      ,Aeroplane,27,Married,one-way,0,7100,website,Debit_card,yes,7,9,8.0
2074,01-07-2020,982,Andhra Pradesh,Kakinada,Government-sector,Leisure,Srinagar, Lake Palace Resort             ,Ship,54,Married,Round-trip,3,15000,mobile,Cash,yes,7,8,7.5
2772,22-03-2023,11,Andhra Pradesh,Narasapuram,IT,Leisure,Goa, The Himalayan                  ,Aeroplane,23,Married,Round-trip,4,11600,mobile,Credit_card,yes,7,9,8.0
2124,02-09-2020,72,Andhra Pradesh,Kovvur,IT,Leisure,Shimla, Palais de Mahe                 ,Bus,21,Unmarried,Multi-city,14,37500,mobile,Credit_card,yes,3,9,6.0
2420,23-10-2021,985,Andhra Pradesh,Sullurpeta,Government-sector,Business,Srinagar, The Grand Dragon Ladakh        ,Aeroplane,55,Unmarried,Round-trip,3,13500,meta search,Debit_card,yes,7,8,7.5
1011,29-05-2023,234,Andhra Pradesh,Visakhapatnam,Students,Education,Cochin, Ananda in the Himalayas        ,Ship,16,Unmarried,one-way,0,6400,mobile,Credit_card,yes,8,9,8.5
1113,24-10-2021,403,Andhra Pradesh,Kavali,Finance,Leisure,Madurai, Acron Waterfront Resort        ,Aeroplane,46,Married,Multi-city,7,22300,travel agent,Cash,yes,8,9,8.5
2199,27-09-2022,234,Andhra Pradesh,Sullurpeta,Students,Education,Cochin, Rambagh Palace                 ,Ship,16,Unmarried,Round-trip,4,15000,website,Debit_card,yes,10,6,8.0
2802,22-10-2021,20,Andhra Pradesh,Sullurpeta,IT,Leisure,Coorg, The Oberoi Udaivilas           ,Bus,28,Married,Round-trip,4,12600,travel agent,Credit_card,yes,8,8,8.0
1616,25-04-2021,198,Andhra Pradesh,Hindupur,Government-sector,Leisure,Varanasi, The Oberoi Amarvilas           ,Bus,53,Married,Round-trip,3,14800,travel agent,Cash,yes,10,6,8.0
2391,23-11-2021,991,Andhra Pradesh,Eluru,Government-sector,Leisure,Varanasi, Taj Nadesar Palace             ,Ship,63,Unmarried,one-way,0,8000,travel agent,Credit_card,no,10,6,8.0
1714,30-10-2022,290,Andhra Pradesh,Narasaraopet,Finance,Leisure,Madurai, Windermere Estate              ,Aeroplane,63,Married,Round-trip,3,8600,meta search,Debit_card,yes,6,9,7.5
2761,25-07-2020,43,Andhra Pradesh,Proddatur,IT,Leisure,Goa, Savoy - IHCL SeleQtions        ,Bus,22,Unmarried,one-way,0,9500,meta search,Debit_card,yes,7,4,5.5
1925,05-01-2021,256,Andhra Pradesh,Kovvur,Finance,Leisure,Amritsar, Mayfair Darjeeling             ,Ship,50,Married,Round-trip,5,13000,meta search,Debit_card,yes,5,8,6.5
1629,27-07-2020,37,Andhra Pradesh,Amalapuram,IT,Leisure,Goa, Suryagarh                      ,Bus,30,Unmarried,Round-trip,2,10600,meta search,Debit_card,yes,6,10,8.0
2619,18-10-2020,27,Andhra Pradesh,Markapur,IT,Leisure,Shimla, Lake Palace Resort             ,Bus,30,Married,Round-trip,5,13100,meta search,Cash,yes,5,8,6.5
1768,11-04-2022,997,Andhra Pradesh,Bheemunipatnam.,Arts,Leisure,Mahabalipuram, The Himalayan                  ,Aeroplane,23,Unmarried,Multi-city,7,22800,travel agent,Credit_card,yes,5,10,7.5
1941,01-12-2022,50,Andhra Pradesh,Yemmiganur,IT,Business,Goa, Palais de Mahe                 ,Aeroplane,24,Married,one-way,0,9500,travel agent,Cash,yes,6,3,4.5
2005,03-11-2021,999,Andhra Pradesh,Kavali,Arts,Leisure,Agra, The Grand Dragon Ladakh        ,Bus,20,Unmarried,Round-trip,5,18400,travel agent,Cash,yes,5,8,6.5
1242,14-11-2020,1000,Andhra Pradesh,Repalle,Students,Education,Cochin, Ananda in the Himalayas        ,Ship,12,Unmarried,Round-trip,5,17300,travel agent,Debit_card,yes,10,8,9.0
1818,26-01-2023,43,Andhra Pradesh,Nellore,IT,Business,Ooty, Dewa Retreat                   ,Ship,22,Unmarried,Round-trip,3,12200,travel agent,Cash,yes,10,6,8.0
1179,09-09-2020,436,Andhra Pradesh,Gudivada,Government-sector,Leisure,Srinagar," Vivanta Goa,",Ship,58,Unmarried,one-way,0,8100,website,Cash,yes,8,6,7.0
2563,27-08-2021,389,Andhra Pradesh,Guntur,Government-sector,Business,Varanasi, Shahpura House                  ,Bus,45,Married,Round-trip,5,17700,website,Cash,yes,9,6,7.5
1548,13-02-2022,92,Andhra Pradesh,Rayachoti,Government-sector,Leisure,Amritsar, RAAS Devigarh                   ,Aeroplane,52,Married,Multi-city,9,17700,travel agent,Credit_card,yes,4,9,6.5
1313,05-10-2020,40,Andhra Pradesh,Ongole,Students,Education,Kanyakumari," ITC Mughal, a Luxury Collection Hotel ",Bus,13,Unmarried,Round-trip,3,11100,travel agent,Debit_card,yes,8,9,8.5
1847,16-01-2022,72,Andhra Pradesh,Sullurpeta,IT,Leisure,Goa, Nadesar Palace                  ,Ship,21,Unmarried,Round-trip,4,15500,website,Debit_card,yes,6,6,6.0
2094,20-07-2022,130,Andhra Pradesh,Narasaraopet,Finance,Leisure,Varanasi, Elixir Hills Suites Resort & Spa ,Aeroplane,37,Unmarried,Round-trip,3,12500,mobile,Debit_card,yes,10,6,8.0
2261,13-10-2021,21,Andhra Pradesh,Narasapuram,Finance,Business,Amritsar, Sherlock                        ,Ship,55,Married,Round-trip,3,9600,website,Credit_card,yes,5,10,7.5
2491,20-02-2023,615,Andhra Pradesh,Amalapuram,Government-sector,Leisure,Amritsar, Windamere Hotel                ,Ship,36,Married,Round-trip,4,18200,travel agent,Debit_card,yes,4,8,6.0
1255,16-04-2021,77,Andhra Pradesh,Tadepalligudem,Government-sector,Leisure,Amritsar, Desert Springs Resort          ,Bus,62,Married,Multi-city,15,26900,travel agent,Cash,yes,4,9,6.5
1089,05-05-2020,7,Andhra Pradesh,Bhimavaram,IT,Leisure,Coorg, Lake Palace Resort             ,Ship,26,Married,Round-trip,2,11900,website,Cash,yes,9,9,9.0
2266,21-06-2021,215,Andhra Pradesh,Repalle,Government-sector,Leisure,Varanasi, Apple Country Resort           ,Bus,64,Married,one-way,0,9800,travel agent,Debit_card,yes,10,5,7.5
2927,25-05-2023,45,Andhra Pradesh,Tadepalligudem,IT,Leisure,Ooty, Le Dupleix                     ,Aeroplane,26,Unmarried,one-way,0,6200,website,Debit_card,yes,10,9,9.5
1798,25-01-2022,1,Andhra Pradesh,Hindupur,IT,Leisure,Ooty, Hotel Royal Palace             ,Bus,21,Married,one-way,0,10000,website,Debit_card,yes,8,1,4.5
2927,16-04-2022,88,Andhra Pradesh,Sullurpeta,Finance,Business,Madurai, Hotel Ganesha Inn              ,Aeroplane,55,Unmarried,Round-trip,4,15200,travel agent,Credit_card,yes,8,6,7.0
2388,25-03-2022,45,Andhra Pradesh,Repalle,IT,Leisure,Shimla, The Lalit Golf & Spa Resort   ,Bus,26,Unmarried,Round-trip,4,15700,travel agent,Cash,yes,5,6,5.5
2612,26-01-2021,30,Andhra Pradesh,Chittoor,IT,Leisure,Goa, East Bourne Resort & Spa      ,Ship,28,Unmarried,one-way,0,8800,meta search,Credit_card,yes,7,8,7.5
2240,04-10-2022,38,Andhra Pradesh,Chittoor,IT,Leisure,Shimla, Hotel Priya                    ,Aeroplane,20,Married,Round-trip,5,10300,meta search,Cash,yes,4,10,7.0
1753,28-08-2020,41,Andhra Pradesh,Sullurpeta,IT,Leisure,Coorg, Taj Lake Palace                ,Ship,29,Unmarried,Round-trip,3,12100,meta search,Cash,yes,9,8,8.5
2251,10-12-2020,131,Andhra Pradesh,Anantapur,Students,Education,Mysore, Radisson Blu Agra Taj East Gate ,Ship,8,Unmarried,Round-trip,5,14700,travel agent,Debit_card,yes,7,6,6.5
1969,15-07-2020,151,Andhra Pradesh,Tuni,Arts,Education,Mahabalipuram, Brijrama Palace                ,Bus,28,Married,one-way,0,8600,travel agent,Debit_card,yes,4,7,5.5
2096,17-12-2022,92,Andhra Pradesh,Bapatla,Government-sector,Leisure,Srinagar, The Fog Resort & Spa           ,Aeroplane,52,Married,one-way,0,6500,mobile,Credit_card,yes,5,10,7.5
1531,15-11-2020,377,Andhra Pradesh,Nandyal,Government-sector,Leisure,Varanasi, Fortune Resort Sullivan Court  ,Aeroplane,65,Married,Round-trip,5,14400,mobile,Credit_card,yes,8,7,7.5
1357,08-02-2022,234,Andhra Pradesh,Rayachoti,Students,Education,Kanyakumari, Hotel Shangri La Regency       ,Aeroplane,16,Unmarried,Round-trip,2,12800,mobile,Credit_card,yes,6,6,6.0
1750,06-09-2020,130,Andhra Pradesh,Yemmiganur,Finance,Leisure,Amritsar, Hotel Rawal Kot                ,Ship,37,Unmarried,one-way,0,8300,website,Credit_card,yes,3,6,4.5
1789,23-09-2021,414,Andhra Pradesh,Markapur,Finance,Leisure,Amritsar, Punnamada Resort               ,Aeroplane,38,Unmarried,one-way,0,5800,mobile,Credit_card,yes,4,9,6.5
1589,19-05-2021,184,Andhra Pradesh,Tenkasi,Government-sector,Leisure,Srinagar, The Himalayan                  ,Aeroplane,50,Married,one-way,0,7500,travel agent,Cash,yes,6,10,8.0
1586,11-05-2021,386,Andhra Pradesh,Bapatla,Government-sector,Leisure,Varanasi, Palais de Mahe                 ,Ship,39,Unmarried,one-way,0,7900,mobile,Debit_card,yes,9,10,9.5
2047,27-12-2020,92,Andhra Pradesh,Hindupur,Government-sector,Business,Amritsar, The Grand Dragon Ladakh        ,Aeroplane,52,Married,Round-trip,5,10000,travel agent,Cash,yes,4,9,6.5
2983,08-01-2021,14,Andhra Pradesh,Yemmiganur,IT,Leisure,Goa, Ananda in the Himalayas        ,Aeroplane,29,Married,Round-trip,3,9400,meta search,Debit_card,yes,6,10,8.0
1040,21-09-2022,117,Andhra Pradesh,Tirupati,Government-sector,Leisure,Varanasi, Acron Waterfront Resort        ,Bus,51,Married,Round-trip,4,10700,website,Debit_card,yes,9,9,9.0
2170,10-07-2022,7,Andhra Pradesh,Kurnool,IT,Leisure,Ooty, Rambagh Palace                 ,Ship,26,Married,one-way,0,9800,meta search,Debit_card,yes,8,3,5.5
1229,25-05-2021,41,Andhra Pradesh,Proddatur,IT,Leisure,Goa, The Oberoi Udaivilas           ,Bus,29,Unmarried,Round-trip,2,10700,website,Credit_card,yes,7,10,8.5
1969,27-10-2022,105,Andhra Pradesh,Srikakulam,Arts,Education,Mysore, The Oberoi Amarvilas           ,Ship,22,Unmarried,Round-trip,3,10000,website,Debit_card,yes,8,10,9.0
1460,24-04-2021,20,Andhra Pradesh,Narasapuram,IT,Leisure,Goa, Taj Nadesar Palace             ,Ship,28,Married,Multi-city,11,34700,mobile,Debit_card,yes,6,10,8.0
1965,24-08-2021,253,Andhra Pradesh,Nellore,Government-sector,Leisure,Varanasi, Windermere Estate              ,Bus,57,Married,Round-trip,2,8300,website,Debit_card,yes,10,9,9.5
2466,26-09-2021,278,Andhra Pradesh,Peddapuram,Finance,Business,Amritsar, Savoy - IHCL SeleQtions        ,Bus,49,Married,Multi-city,6,18100,website,Cash,yes,3,9,6.0
2859,07-07-2022,45,Andhra Pradesh,Srikakulam,IT,Leisure,Coorg, Mayfair Darjeeling             ,Ship,26,Unmarried,one-way,0,7400,mobile,Credit_card,yes,9,9,9.0
1281,09-01-2023,138,Andhra Pradesh,Narasapuram,Government-sector,Leisure,Srinagar, Suryagarh                      ,Aeroplane,55,Married,one-way,0,9500,mobile,Debit_card,yes,9,5,7.0
1944,03-07-2022,147,Andhra Pradesh,Machilipatnam,Finance,Business,Madurai, Lake Palace Resort             ,Aeroplane,62,Married,Round-trip,4,14300,website,Cash,yes,7,8,7.5
2125,07-10-2020,50,Andhra Pradesh,Guntur,IT,Business,Ooty, The Himalayan                  ,Bus,24,Married,Round-trip,5,15800,meta search,Credit_card,yes,10,8,9.0
1749,30-06-2022,511,Andhra Pradesh,Kakinada,Finance,Leisure,Amritsar, Palais de Mahe                 ,Ship,40,Married,Multi-city,7,21100,mobile,Cash,yes,4,10,7.0
1827,03-11-2021,41,Andhra Pradesh,Kovvur,IT,Leisure,Goa, The Grand Dragon Ladakh        ,Aeroplane,29,Unmarried,Round-trip,2,10400,travel agent,Credit_card,yes,6,10,8.0
1757,16-02-2023,44,Andhra Pradesh,Kakinada,Arts,Education,Mahabalipuram, Ananda in the Himalayas        ,Ship,30,Unmarried,Round-trip,4,17400,meta search,Cash,yes,4,8,6.0
1818,28-01-2023,42,Andhra Pradesh,Anantapur,Students,Education,Kanyakumari, Acron Waterfront Resort        ,Bus,19,Unmarried,Round-trip,4,12300,travel agent,Credit_card,yes,7,7,7.0
1179,23-12-2020,72,Andhra Pradesh,Kakinada,IT,Leisure,Goa, Rambagh Palace                 ,Bus,21,Unmarried,Round-trip,5,19700,mobile,Cash,yes,6,8,7.0
2563,08-12-2022,5,Andhra Pradesh,Peddapuram,IT,Leisure,Ooty, The Oberoi Udaivilas           ,Bus,24,Unmarried,one-way,0,9600,meta search,Credit_card,yes,10,3,6.5
